code,pos,info_length,book,chapter,verse,word_index
T-ASM,Article,3,MAT,1,8,41
N-ASM,Noun,3,MAT,1,8,44
N-NSM,Noun,3,MAT,1,9,2
CONJ,Conjunction,0,MAT,1,9,5
V-AAI-3S,Verb,5,MAT,1,9,8
T-ASM,Article,3,MAT,1,9,11
N-PRI,Noun,3,MAT,1,9,14
N-PRI,Noun,3,MAT,1,9,17
CONJ,Conjunction,0,MAT,1,9,20
V-AAI-3S,Verb,5,MAT,1,9,23
T-ASM,Article,3,MAT,1,9,26
N-PRI,Noun,3,MAT,1,9,29
N-PRI,Noun,3,MAT,1,9,32
CONJ,Conjunction,0,MAT,1,9,35
V-AAI-3S,Verb,5,MAT,1,9,38
T-ASM,Article,3,MAT,1,9,41
N-ASM,Noun,3,MAT,1,9,44
N-NSM,Noun,3,MAT,1,10,2
CONJ,Conjunction,0,MAT,1,10,5
V-AAI-3S,Verb,5,MAT,1,10,8
T-ASM,Article,3,MAT,1,10,11
N-ASM,Noun,3,MAT,1,10,14
N-NSM,Noun,3,MAT,1,10,17
CONJ,Conjunction,0,MAT,1,10,20
V-AAI-3S,Verb,5,MAT,1,10,23
T-ASM,Article,3,MAT,1,10,26
N-PRI,Noun,3,MAT,1,10,29
N-PRI,Noun,3,MAT,1,10,32
CONJ,Conjunction,0,MAT,1,10,35
V-AAI-3S,Verb,5,MAT,1,10,38
T-ASM,Article,3,MAT,1,10,41
N-ASM,Noun,3,MAT,1,10,44
N-NSM,Noun,3,MAT,1,11,2
CONJ,Conjunction,0,MAT,1,11,5
V-AAI-3S,Verb,5,MAT,1,11,8
T-ASM,Article,3,MAT,1,11,11
N-ASM,Noun,3,MAT,1,11,14
CONJ,Conjunction,0,MAT,1,11,17
T-APM,Article,3,MAT,1,11,20
N-APM,Noun,3,MAT,1,11,23
P-GSM,Personal Pronoun,3,MAT,1,11,26
PREP,Preposition,0,MAT,1,11,29
T-GSF,Article,3,MAT,1,11,32
N-GSF,Noun,3,MAT,1,11,35
N-GSF,Noun,3,MAT,1,11,38
PREP,Preposition,0,MAT,1,12,2
CONJ,Conjunction,0,MAT,1,12,5
T-ASF,Article,3,MAT,1,12,8
N-ASF,Noun,3,MAT,1,12,11
N-GSF,Noun,3,MAT,1,12,14
N-NSM,Noun,3,MAT,1,12,17
V-AAI-3S,Verb,5,MAT,1,12,20
T-ASM,Article,3,MAT,1,12,23
N-PRI,Noun,3,MAT,1,12,26
N-PRI,Noun,3,MAT,1,12,29
CONJ,Conjunction,0,MAT,1,12,32
V-AAI-3S,Verb,5,MAT,1,12,35
T-ASM,Article,3,MAT,1,12,38
N-PRI,Noun,3,MAT,1,12,41
N-PRI,Noun,3,MAT,1,13,2
CONJ,Conjunction,0,MAT,1,13,5
V-AAI-3S,Verb,5,MAT,1,13,8
T-ASM,Article,3,MAT,1,13,11
N-PRI,Noun,3,MAT,1,13,14
N-PRI,Noun,3,MAT,1,13,17
CONJ,Conjunction,0,MAT,1,13,20
V-AAI-3S,Verb,5,MAT,1,13,23
T-ASM,Article,3,MAT,1,13,26
N-PRI,Noun,3,MAT,1,13,29
N-PRI,Noun,3,MAT,1,13,32
CONJ,Conjunction,0,MAT,1,13,35
V-AAI-3S,Verb,5,MAT,1,13,38
T-ASM,Article,3,MAT,1,13,41
N-PRI,Noun,3,MAT,1,13,44
N-PRI,Noun,3,MAT,1,14,2
CONJ,Conjunction,0,MAT,1,14,5
V-AAI-3S,Verb,5,MAT,1,14,8
T-ASM,Article,3,MAT,1,14,11
N-PRI,Noun,3,MAT,1,14,14
N-PRI,Noun,3,MAT,1,14,17
CONJ,Conjunction,0,MAT,1,14,20
V-AAI-3S,Verb,5,MAT,1,14,23
T-ASM,Article,3,MAT,1,14,26
N-PRI,Noun,3,MAT,1,14,29
N-PRI,Noun,3,MAT,1,14,32
CONJ,Conjunction,0,MAT,1,14,35
V-AAI-3S,Verb,5,MAT,1,14,38
T-ASM,Article,3,MAT,1,14,41
N-PRI,Noun,3,MAT,1,14,44
N-PRI,Noun,3,MAT,1,15,2
CONJ,Conjunction,0,MAT,1,15,5
V-AAI-3S,Verb,5,MAT,1,15,8
T-ASM,Article,3,MAT,1,15,11
N-PRI,Noun,3,MAT,1,15,14
N-PRI,Noun,3,MAT,1,15,17
CONJ,Conjunction,0,MAT,1,15,20
V-AAI-3S,Verb,5,MAT,1,15,23
T-ASM,Article,3,MAT,1,15,26
N-PRI,Noun,3,MAT,1,15,29
N-PRI,Noun,3,MAT,1,15,32
CONJ,Conjunction,0,MAT,1,15,35
V-AAI-3S,Verb,5,MAT,1,15,38
T-ASM,Article,3,MAT,1,15,41
N-PRI,Noun,3,MAT,1,15,44
N-PRI,Noun,3,MAT,1,16,2
CONJ,Conjunction,0,MAT,1,16,5
V-AAI-3S,Verb,5,MAT,1,16,8
T-ASM,Article,3,MAT,1,16,11
N-PRI,Noun,3,MAT,1,16,14
T-ASM,Article,3,MAT,1,16,17
N-ASM,Noun,3,MAT,1,16,20
N-GSF,Noun,3,MAT,1,16,23
PREP,Preposition,0,MAT,1,16,26
R-GSF,Relative Pronoun,3,MAT,1,16,29
V-API-3S,Verb,5,MAT,1,16,32
N-NSM,Noun,3,MAT,1,16,35
T-NSM,Article,3,MAT,1,16,38
V-PPP-NSM,Verb,6,MAT,1,16,41
N-NSM,Noun,3,MAT,1,16,44
A-NPF,Adjective,3,MAT,1,17,2
CONJ,Conjunction,0,MAT,1,17,5
T-NPF,Article,3,MAT,1,17,8
N-NPF,Noun,3,MAT,1,17,11
PREP,Preposition,0,MAT,1,17,14
N-PRI,Noun,3,MAT,1,17,17
ADV,Adverb,0,MAT,1,17,20
N-PRI,Noun,3,MAT,1,17,23
N-NPF,Noun,3,MAT,1,17,26
A-NPF,Adjective,3,MAT,1,17,29
CONJ,Conjunction,0,MAT,1,17,32
PREP,Preposition,0,MAT,1,17,35
N-PRI,Noun,3,MAT,1,17,38
ADV,Adverb,0,MAT,1,17,41
T-GSF,Article,3,MAT,1,17,44
N-GSF,Noun,3,MAT,1,17,47
N-GSF,Noun,3,MAT,1,17,50
N-NPF,Noun,3,MAT,1,17,53
A-NPF,Adjective,3,MAT,1,17,56
CONJ,Conjunction,0,MAT,1,17,59
PREP,Preposition,0,MAT,1,17,62
T-GSF,Article,3,MAT,1,17,65
N-GSF,Noun,3,MAT,1,17,68
N-GSF,Noun,3,MAT,1,17,71
ADV,Adverb,0,MAT,1,17,74
T-GSM,Article,3,MAT,1,17,77
N-GSM,Noun,3,MAT,1,17,80
N-NPF,Noun,3,MAT,1,17,83
A-NPF,Adjective,3,MAT,1,17,86
T-GSM,Article,3,MAT,1,18,2
CONJ,Conjunction,0,MAT,1,18,5
N-GSM,Noun,3,MAT,1,18,8
N-GSM,Noun,3,MAT,1,18,11
T-NSF,Article,3,MAT,1,18,14
N-NSF,Noun,3,MAT,1,18,17
ADV,Adverb,0,MAT,1,18,20
V-IAI-3S,Verb,5,MAT,1,18,23
V-APP-GSF,Verb,6,MAT,1,18,26
CONJ,Conjunction,0,MAT,1,18,29
T-GSF,Article,3,MAT,1,18,32
N-GSF,Noun,3,MAT,1,18,35
P-GSM,Personal Pronoun,3,MAT,1,18,38
N-GSF,Noun,3,MAT,1,18,41
T-DSM,Article,3,MAT,1,18,44
N-PRI,Noun,3,MAT,1,18,47
ADV,Adverb,0,MAT,1,18,50
PRT,Particle,0,MAT,1,18,53
V-2AAN,Verb,4,MAT,1,18,56
P-APM,Personal Pronoun,3,MAT,1,18,59
V-API-3S,Verb,5,MAT,1,18,62
PREP,Preposition,0,MAT,1,18,65
N-DSF,Noun,3,MAT,1,18,68
V-PAP-NSF,Verb,6,MAT,1,18,71
PREP,Preposition,0,MAT,1,18,74
N-GSN,Noun,3,MAT,1,18,77
A-GSN,Adjective,3,MAT,1,18,80
N-PRI,Noun,3,MAT,1,19,2
CONJ,Conjunction,0,MAT,1,19,5
T-NSM,Article,3,MAT,1,19,8
N-NSM,Noun,3,MAT,1,19,11
P-GSF,Personal Pronoun,3,MAT,1,19,14
A-NSM,Adjective,3,MAT,1,19,17
V-PAP-NSM,Verb,6,MAT,1,19,20
CONJ,Conjunction,0,MAT,1,19,23
PRT-N,Particle,1,MAT,1,19,26
V-PAP-NSM,Verb,6,MAT,1,19,29
P-ASF,Personal Pronoun,3,MAT,1,19,32
V-AAN,Verb,3,MAT,1,19,35
V-AOI-3S,Verb,5,MAT,1,19,38
ADV,Adverb,0,MAT,1,19,41
V-AAN,Verb,3,MAT,1,19,44
P-ASF,Personal Pronoun,3,MAT,1,19,47
D-APN,Demonstrative Pronoun,3,MAT,1,20,2
CONJ,Conjunction,0,MAT,1,20,5
P-GSM,Personal Pronoun,3,MAT,1,20,8
V-AOP-GSM,Verb,6,MAT,1,20,11
V-2AMM-2S,Verb,6,MAT,1,20,14
N-NSM,Noun,3,MAT,1,20,17
N-GSM,Noun,3,MAT,1,20,20
PREP,Preposition,0,MAT,1,20,23
N-OI,Noun,2,MAT,1,20,26
V-2API-3S,Verb,6,MAT,1,20,29
P-DSM,Personal Pronoun,3,MAT,1,20,32
V-PAP-NSM,Verb,6,MAT,1,20,35
N-PRI,Noun,3,MAT,1,20,38
N-NSM,Noun,3,MAT,1,20,41
N-PRI,Noun,3,MAT,1,20,44
PRT-N,Particle,1,MAT,1,20,47
V-AOS-2S,Verb,5,MAT,1,20,50
V-2AAN,Verb,4,MAT,1,20,53
N-PRI,Noun,3,MAT,1,20,56
T-ASF,Article,3,MAT,1,20,59
N-ASF,Noun,3,MAT,1,20,62
P-2GS,Personal Pronoun,3,MAT,1,20,65
T-NSN,Article,3,MAT,1,20,68
CONJ,Conjunction,0,MAT,1,20,71
PREP,Preposition,0,MAT,1,20,74
P-DSF,Personal Pronoun,3,MAT,1,20,77
V-APP-NSN,Verb,6,MAT,1,20,80
PREP,Preposition,0,MAT,1,20,83
N-GSN,Noun,3,MAT,1,20,86
V-PAI-3S,Verb,5,MAT,1,20,89
A-GSN,Adjective,3,MAT,1,20,92
V-FDI-3S,Verb,5,MAT,1,21,2
CONJ,Conjunction,0,MAT,1,21,5
N-ASM,Noun,3,MAT,1,21,8
CONJ,Conjunction,0,MAT,1,21,11
V-FAI-2S,Verb,5,MAT,1,21,14
T-ASN,Article,3,MAT,1,21,17
N-ASN,Noun,3,MAT,1,21,20
P-GSM,Personal Pronoun,3,MAT,1,21,23
N-ASM,Noun,3,MAT,1,21,26
P-NSM,Personal Pronoun,3,MAT,1,21,29
CONJ,Conjunction,0,MAT,1,21,32
V-FAI-3S,Verb,5,MAT,1,21,35
T-ASM,Article,3,MAT,1,21,38
N-ASM,Noun,3,MAT,1,21,41
P-GSM,Personal Pronoun,3,MAT,1,21,44
PREP,Preposition,0,MAT,1,21,47
T-GPF,Article,3,MAT,1,21,50
N-GPF,Noun,3,MAT,1,21,53
P-GPM,Personal Pronoun,3,MAT,1,21,56
D-NSN,Demonstrative Pronoun,3,MAT,1,22,2
CONJ,Conjunction,0,MAT,1,22,5
A-NSN,Adjective,3,MAT,1,22,8
V-2RAI-3S,Verb,6,MAT,1,22,11
CONJ,Conjunction,0,MAT,1,22,14
V-APS-3S,Verb,5,MAT,1,22,17
T-NSN,Article,3,MAT,1,22,20
V-APP-NSN,Verb,6,MAT,1,22,23
PREP,Preposition,0,MAT,1,22,26
T-GSM,Article,3,MAT,1,22,29
N-GSM,Noun,3,MAT,1,22,32
PREP,Preposition,0,MAT,1,22,35
T-GSM,Article,3,MAT,1,22,38
N-GSM,Noun,3,MAT,1,22,41
V-PAP-GSM,Verb,6,MAT,1,22,44
V-2AMM-2S,Verb,6,MAT,1,23,2
T-NSF,Article,3,MAT,1,23,5
N-NSF,Noun,3,MAT,1,23,8
PREP,Preposition,0,MAT,1,23,11
N-DSF,Noun,3,MAT,1,23,14
V-FAI-3S,Verb,5,MAT,1,23,17
CONJ,Conjunction,0,MAT,1,23,20
V-FDI-3S,Verb,5,MAT,1,23,23
N-ASM,Noun,3,MAT,1,23,26
CONJ,Conjunction,0,MAT,1,23,29
V-FAI-3P,Verb,5,MAT,1,23,32
T-ASN,Article,3,MAT,1,23,35
N-ASN,Noun,3,MAT,1,23,38
P-GSM,Personal Pronoun,3,MAT,1,23,41
N-PRI,Noun,3,MAT,1,23,44
R-NSN,Relative Pronoun,3,MAT,1,23,47
V-PAI-3S,Verb,5,MAT,1,23,50
V-PPP-NSN,Verb,6,MAT,1,23,53
PREP,Preposition,0,MAT,1,23,56
P-1GP,Personal Pronoun,3,MAT,1,23,59
T-NSM,Article,3,MAT,1,23,62
N-NSM,Noun,3,MAT,1,23,65
V-APP-NSM,Verb,6,MAT,1,24,2
CONJ,Conjunction,0,MAT,1,24,5
T-NSM,Article,3,MAT,1,24,8
N-PRI,Noun,3,MAT,1,24,11
PREP,Preposition,0,MAT,1,24,14
T-GSM,Article,3,MAT,1,24,17
N-GSM,Noun,3,MAT,1,24,20
V-AAI-3S,Verb,5,MAT,1,24,23
ADV,Adverb,0,MAT,1,24,26
V-AAI-3S,Verb,5,MAT,1,24,29
P-DSM,Personal Pronoun,3,MAT,1,24,32
T-NSM,Article,3,MAT,1,24,35
N-NSM,Noun,3,MAT,1,24,38
N-GSM,Noun,3,MAT,1,24,41
CONJ,Conjunction,0,MAT,1,24,44
V-2AAI-3S,Verb,6,MAT,1,24,47
T-ASF,Article,3,MAT,1,24,50
N-ASF,Noun,3,MAT,1,24,53
P-GSM,Personal Pronoun,3,MAT,1,24,56
CONJ,Conjunction,0,MAT,1,25,2
PRT-N,Particle,1,MAT,1,25,5
V-IAI-3S,Verb,5,MAT,1,25,8
P-ASF,Personal Pronoun,3,MAT,1,25,11
ADV,Adverb,0,MAT,1,25,14
R-GSM,Relative Pronoun,3,MAT,1,25,17
V-2AAI-3S,Verb,6,MAT,1,25,20
T-ASM,Article,3,MAT,1,25,23
N-ASM,Noun,3,MAT,1,25,26
P-GSF,Personal Pronoun,3,MAT,1,25,29
T-ASM,Article,3,MAT,1,25,32
A-ASM-S,Adjective,4,MAT,1,25,35
CONJ,Conjunction,0,MAT,1,25,38
V-AAI-3S,Verb,5,MAT,1,25,41
T-ASN,Article,3,MAT,1,25,44
N-ASN,Noun,3,MAT,1,25,47
P-GSM,Personal Pronoun,3,MAT,1,25,50
N-ASM,Noun,3,MAT,1,25,53
T-GSM,Article,3,MAT,2,1,2
CONJ,Conjunction,0,MAT,2,1,5
N-GSM,Noun,3,MAT,2,1,8
V-APP-GSM,Verb,6,MAT,2,1,11
PREP,Preposition,0,MAT,2,1,14
N-PRI,Noun,3,MAT,2,1,17
T-GSF,Article,3,MAT,2,1,20
N-GSF,Noun,3,MAT,2,1,23
PREP,Preposition,0,MAT,2,1,26
N-DPF,Noun,3,MAT,2,1,29
N-GSM,Noun,3,MAT,2,1,32
T-GSM,Article,3,MAT,2,1,35
N-GSM,Noun,3,MAT,2,1,38
V-2AMM-2S,Verb,6,MAT,2,1,41
N-NPM,Noun,3,MAT,2,1,44
PREP,Preposition,0,MAT,2,1,47
N-GPF,Noun,3,MAT,2,1,50
V-2ADI-3P,Verb,6,MAT,2,1,53
PREP,Preposition,0,MAT,2,1,56
N-APN,Noun,3,MAT,2,1,59
V-PAP-NPM,Verb,6,MAT,2,2,2
ADV-I,Adverb,1,MAT,2,2,5
V-PAI-3S,Verb,5,MAT,2,2,8
T-NSM,Article,3,MAT,2,2,11
V-APP-NSM,Verb,6,MAT,2,2,14
N-NSM,Noun,3,MAT,2,2,17
T-GPM,Article,3,MAT,2,2,20
A-GPM,Adjective,3,MAT,2,2,23
V-2AAI-1P,Verb,6,MAT,2,2,26
CONJ,Conjunction,0,MAT,2,2,29
P-GSM,Personal Pronoun,3,MAT,2,2,32
T-ASM,Article,3,MAT,2,2,35
N-ASM,Noun,3,MAT,2,2,38
PREP,Preposition,0,MAT,2,2,41
T-DSF,Article,3,MAT,2,2,44
N-DSF,Noun,3,MAT,2,2,47
CONJ,Conjunction,0,MAT,2,2,50
V-2AAI-1P,Verb,6,MAT,2,2,53
V-AAN,Verb,3,MAT,2,2,56
P-DSM,Personal Pronoun,3,MAT,2,2,59
V-AAP-NSM,Verb,6,MAT,2,3,2
CONJ,Conjunction,0,MAT,2,3,5
N-NSM,Noun,3,MAT,2,3,8
T-NSM,Article,3,MAT,2,3,11
N-NSM,Noun,3,MAT,2,3,14
V-API-3S,Verb,5,MAT,2,3,17
CONJ,Conjunction,0,MAT,2,3,20
A-NSF,Adjective,3,MAT,2,3,23
N-NSF,Noun,3,MAT,2,3,26
PREP,Preposition,0,MAT,2,3,29
P-GSM,Personal Pronoun,3,MAT,2,3,32
CONJ,Conjunction,0,MAT,2,4,2
V-2AAP-NSM,Verb,7,MAT,2,4,5
A-APM,Adjective,3,MAT,2,4,8
T-APM,Article,3,MAT,2,4,11
N-APM,Noun,3,MAT,2,4,14
CONJ,Conjunction,0,MAT,2,4,17
N-APM,Noun,3,MAT,2,4,20
T-GSM,Article,3,MAT,2,4,23
N-GSM,Noun,3,MAT,2,4,26
V-INI-3S,Verb,5,MAT,2,4,29
PREP,Preposition,0,MAT,2,4,32
P-GPM,Personal Pronoun,3,MAT,2,4,35
ADV-I,Adverb,1,MAT,2,4,38
T-NSM,Article,3,MAT,2,4,41
N-NSM,Noun,3,MAT,2,4,44
V-PPI-3S,Verb,5,MAT,2,4,47
T-NPM,Article,3,MAT,2,5,2
CONJ,Conjunction,0,MAT,2,5,5
V-2AAI-3P,Verb,6,MAT,2,5,8
P-DSM,Personal Pronoun,3,MAT,2,5,11
PREP,Preposition,0,MAT,2,5,14
N-PRI,Noun,3,MAT,2,5,17
T-GSF,Article,3,MAT,2,5,20
N-GSF,Noun,3,MAT,2,5,23
ADV,Adverb,0,MAT,2,5,26
CONJ,Conjunction,0,MAT,2,5,29
V-RPI-3S,Verb,5,MAT,2,5,32
PREP,Preposition,0,MAT,2,5,35
T-GSM,Article,3,MAT,2,5,38
N-GSM,Noun,3,MAT,2,5,41
CONJ,Conjunction,0,MAT,2,6,2
P-2NS,Personal Pronoun,3,MAT,2,6,5
N-PRI,Noun,3,MAT,2,6,8
N-VSF,Noun,3,MAT,2,6,11
N-GSM,Noun,3,MAT,2,6,14
ADV-N,Adverb,1,MAT,2,6,17
A-NSF-S,Adjective,4,MAT,2,6,20
V-PAI-2S,Verb,5,MAT,2,6,23
PREP,Preposition,0,MAT,2,6,26
T-DPM,Article,3,MAT,2,6,29
N-DPM,Noun,3,MAT,2,6,32
N-GSM,Noun,3,MAT,2,6,35
PREP,Preposition,0,MAT,2,6,38
P-2GS,Personal Pronoun,3,MAT,2,6,41
CONJ,Conjunction,0,MAT,2,6,44
V-FDI-3S,Verb,5,MAT,2,6,47
V-PNP-NSM,Verb,6,MAT,2,6,50
R-NSM,Relative Pronoun,3,MAT,2,6,53
V-FAI-3S,Verb,5,MAT,2,6,56
T-ASM,Article,3,MAT,2,6,59
N-ASM,Noun,3,MAT,2,6,62
P-1GS,Personal Pronoun,3,MAT,2,6,65
T-ASM,Article,3,MAT,2,6,68
N-PRI,Noun,3,MAT,2,6,71
ADV,Adverb,0,MAT,2,7,2
N-NSM,Noun,3,MAT,2,7,5
ADV,Adverb,0,MAT,2,7,8
V-AAP-NSM,Verb,6,MAT,2,7,11
T-APM,Article,3,MAT,2,7,14
N-APM,Noun,3,MAT,2,7,17
V-AAI-3S,Verb,5,MAT,2,7,20
PREP,Preposition,0,MAT,2,7,23
P-GPM,Personal Pronoun,3,MAT,2,7,26
T-ASM,Article,3,MAT,2,7,29
N-ASM,Noun,3,MAT,2,7,32
T-GSM,Article,3,MAT,2,7,35
V-PEP-GSM,Verb,6,MAT,2,7,38
N-GSM,Noun,3,MAT,2,7,41
CONJ,Conjunction,0,MAT,2,8,2
V-AAP-NSM,Verb,6,MAT,2,8,5
P-APM,Personal Pronoun,3,MAT,2,8,8
PREP,Preposition,0,MAT,2,8,11
N-PRI,Noun,3,MAT,2,8,14
V-2AAI-3S,Verb,6,MAT,2,8,17
V-AOP-NPM,Verb,6,MAT,2,8,20
ADV,Adverb,0,MAT,2,8,23
V-AAM-2P,Verb,5,MAT,2,8,26
PREP,Preposition,0,MAT,2,8,29
T-GSN,Article,3,MAT,2,8,32
N-GSN,Noun,3,MAT,2,8,35
CONJ,Conjunction,0,MAT,2,8,38
CONJ,Conjunction,0,MAT,2,8,41
V-2AAS-2P,Verb,6,MAT,2,8,44
V-AAM-2P,Verb,5,MAT,2,8,47
P-1DS,Personal Pronoun,3,MAT,2,8,50
ADV,Adverb,0,MAT,2,8,53
P-1NS-K,Personal Pronoun,4,MAT,2,8,56
V-2AAP-NSM,Verb,7,MAT,2,8,59
V-AAS-1S,Verb,5,MAT,2,8,62
P-DSM,Personal Pronoun,3,MAT,2,8,65
T-NPM,Article,3,MAT,2,9,2
CONJ,Conjunction,0,MAT,2,9,5
V-AAP-NPM,Verb,6,MAT,2,9,8
T-GSM,Article,3,MAT,2,9,11
N-GSM,Noun,3,MAT,2,9,14
V-AOI-3P,Verb,5,MAT,2,9,17
CONJ,Conjunction,0,MAT,2,9,20
V-2AMM-2S,Verb,6,MAT,2,9,23
T-NSM,Article,3,MAT,2,9,26
N-NSM,Noun,3,MAT,2,9,29
R-ASM,Relative Pronoun,3,MAT,2,9,32
V-2AAI-3P,Verb,6,MAT,2,9,35
PREP,Preposition,0,MAT,2,9,38
T-DSF,Article,3,MAT,2,9,41
N-DSF,Noun,3,MAT,2,9,44
V-IAI-3S,Verb,5,MAT,2,9,47
P-APM,Personal Pronoun,3,MAT,2,9,50
ADV,Adverb,0,MAT,2,9,53
V-2AAP-NSM,Verb,7,MAT,2,9,56
V-2AAI-3S,Verb,6,MAT,2,9,59
ADV,Adverb,0,MAT,2,9,62
ADV,Adverb,0,MAT,2,9,65
V-IAI-3S,Verb,5,MAT,2,9,68
T-NSN,Article,3,MAT,2,9,71
N-NSN,Noun,3,MAT,2,9,74
