book,chapter,verse,word_index,word,count
MAT,1,17,6,εως,146
MAT,1,17,7,δαυιδ,59
MAT,1,17,8,γενεαι,5
MAT,1,17,9,δεκατεσσαρες,3
MAT,1,17,10,και,9217
MAT,1,17,11,απο,487
MAT,1,17,12,δαυιδ,59
MAT,1,17,13,εως,146
MAT,1,17,14,της,1327
MAT,1,17,15,μετοικεσιας,3
MAT,1,17,16,βαβυλωνος,5
MAT,1,17,17,γενεαι,5
MAT,1,17,18,δεκατεσσαρες,3
MAT,1,17,19,και,9217
MAT,1,17,20,απο,487
MAT,1,17,21,της,1327
MAT,1,17,22,μετοικεσιας,3
MAT,1,17,23,βαβυλωνος,5
MAT,1,17,24,εως,146
MAT,1,17,25,του,2587
MAT,1,17,26,χριστου,265
MAT,1,17,27,γενεαι,5
MAT,1,17,28,δεκατεσσαρες,3
MAT,1,18,0,του,2587
MAT,1,18,1,δε,2841
MAT,1,18,2,ιησου,339
MAT,1,18,3,χριστου,265
MAT,1,18,4,η,1441
MAT,1,18,5,γεννησις,1
MAT,1,18,6,ουτως,213
MAT,1,18,7,ην,421
MAT,1,18,8,μνηστευθεισης,1
MAT,1,18,9,γαρ,1063
MAT,1,18,10,της,1327
MAT,1,18,11,μητρος,12
MAT,1,18,12,αυτου,1478
MAT,1,18,13,μαριας,7
MAT,1,18,14,τω,1251
MAT,1,18,15,ιωσηφ,35
MAT,1,18,16,πριν,14
MAT,1,18,17,η,1441
MAT,1,18,18,συνελθειν,3
MAT,1,18,19,αυτους,353
MAT,1,18,20,ευρεθη,17
MAT,1,18,21,εν,2854
MAT,1,18,22,γαστρι,8
MAT,1,18,23,εχουσα,15
MAT,1,18,24,εκ,670
MAT,1,18,25,πνευματος,96
MAT,1,18,26,αγιου,43
MAT,1,19,0,ιωσηφ,35
MAT,1,19,1,δε,2841
MAT,1,19,2,ο,3308
MAT,1,19,3,ανηρ,51
MAT,1,19,4,αυτης,169
MAT,1,19,5,δικαιος,20
MAT,1,19,6,ων,129
MAT,1,19,7,και,9217
MAT,1,19,8,μη,1029
MAT,1,19,9,θελων,14
MAT,1,19,10,αυτην,138
MAT,1,19,11,παραδειγματισαι,1
MAT,1,19,12,εβουληθη,1
MAT,1,19,13,λαθρα,4
MAT,1,19,14,απολυσαι,11
MAT,1,19,15,αυτην,138
MAT,1,20,0,ταυτα,246
MAT,1,20,1,δε,2841
MAT,1,20,2,αυτου,1478
MAT,1,20,3,ενθυμηθεντος,1
MAT,1,20,4,ιδου,208
MAT,1,20,5,αγγελος,51
MAT,1,20,6,κυριου,254
MAT,1,20,7,κατ,85
MAT,1,20,8,οναρ,6
MAT,1,20,9,εφανη,5
MAT,1,20,10,αυτω,888
MAT,1,20,11,λεγων,189
MAT,1,20,12,ιωσηφ,35
MAT,1,20,13,υιος,164
MAT,1,20,14,δαυιδ,59
MAT,1,20,15,μη,1029
MAT,1,20,16,φοβηθης,1
MAT,1,20,17,παραλαβειν,1
MAT,1,20,18,μαριαμ,14
MAT,1,20,19,την,1554
MAT,1,20,20,γυναικα,55
MAT,1,20,21,σου,497
MAT,1,20,22,το,1721
MAT,1,20,23,γαρ,1063
MAT,1,20,24,εν,2854
MAT,1,20,25,αυτη,202
MAT,1,20,26,γεννηθεν,1
MAT,1,20,27,εκ,670
MAT,1,20,28,πνευματος,96
MAT,1,20,29,εστιν,918
MAT,1,20,30,αγιου,43
MAT,1,21,0,τεξεται,2
MAT,1,21,1,δε,2841
MAT,1,21,2,υιον,82
MAT,1,21,3,και,9217
MAT,1,21,4,καλεσεις,3
MAT,1,21,5,το,1721
MAT,1,21,6,ονομα,106
MAT,1,21,7,αυτου,1478
MAT,1,21,8,ιησουν,131
MAT,1,21,9,αυτος,177
MAT,1,21,10,γαρ,1063
MAT,1,21,11,σωσει,6
MAT,1,21,12,τον,1611
MAT,1,21,13,λαον,44
MAT,1,21,14,αυτου,1478
MAT,1,21,15,απο,487
MAT,1,21,16,των,1243
MAT,1,21,17,αμαρτιων,33
MAT,1,21,18,αυτων,592
MAT,1,22,0,τουτο,319
MAT,1,22,1,δε,2841
MAT,1,22,2,ολον,37
MAT,1,22,3,γεγονεν,34
MAT,1,22,4,ινα,670
MAT,1,22,5,πληρωθη,20
MAT,1,22,6,το,1721
MAT,1,22,7,ρηθεν,13
MAT,1,22,8,υπο,190
MAT,1,22,9,του,2587
MAT,1,22,10,κυριου,254
MAT,1,22,11,δια,529
MAT,1,22,12,του,2587
MAT,1,22,13,προφητου,29
MAT,1,22,14,λεγοντος,25
MAT,1,23,0,ιδου,208
MAT,1,23,1,η,1441
MAT,1,23,2,παρθενος,3
MAT,1,23,3,εν,2854
MAT,1,23,4,γαστρι,8
MAT,1,23,5,εξει,6
MAT,1,23,6,και,9217
MAT,1,23,7,τεξεται,2
MAT,1,23,8,υιον,82
MAT,1,23,9,και,9217
MAT,1,23,10,καλεσουσιν,1
MAT,1,23,11,το,1721
MAT,1,23,12,ονομα,106
MAT,1,23,13,αυτου,1478
MAT,1,23,14,εμμανουηλ,1
MAT,1,23,15,ο,3308
MAT,1,23,16,εστιν,918
MAT,1,23,17,μεθερμηνευομενον,6
MAT,1,23,18,μεθ,48
MAT,1,23,19,ημων,410
MAT,1,23,20,ο,3308
MAT,1,23,21,θεος,315
MAT,1,24,0,διεγερθεις,2
MAT,1,24,1,δε,2841
MAT,1,24,2,ο,3308
MAT,1,24,3,ιωσηφ,35
MAT,1,24,4,απο,487
MAT,1,24,5,του,2587
MAT,1,24,6,υπνου,4
MAT,1,24,7,εποιησεν,77
MAT,1,24,8,ως,499
MAT,1,24,9,προσεταξεν,6
MAT,1,24,10,αυτω,888
MAT,1,24,11,ο,3308
MAT,1,24,12,αγγελος,51
MAT,1,24,13,κυριου,254
MAT,1,24,14,και,9217
MAT,1,24,15,παρελαβεν,4
MAT,1,24,16,την,1554
MAT,1,24,17,γυναικα,55
MAT,1,24,18,αυτου,1478
MAT,1,25,0,και,9217
MAT,1,25,1,ουκ,833
MAT,1,25,2,εγινωσκεν,4
MAT,1,25,3,αυτην,138
MAT,1,25,4,εως,146
MAT,1,25,5,ου,844
MAT,1,25,6,ετεκεν,5
MAT,1,25,7,τον,1611
MAT,1,25,8,υιον,82
MAT,1,25,9,αυτης,169
MAT,1,25,10,τον,1611
MAT,1,25,11,πρωτοτοκον,4
MAT,1,25,12,και,9217
MAT,1,25,13,εκαλεσεν,10
MAT,1,25,14,το,1721
MAT,1,25,15,ονομα,106
MAT,1,25,16,αυτου,1478
MAT,1,25,17,ιησουν,131
MAT,2,1,0,του,2587
MAT,2,1,1,δε,2841
MAT,2,1,2,ιησου,339
MAT,2,1,3,γεννηθεντος,1
MAT,2,1,4,εν,2854
MAT,2,1,5,βηθλεεμ,8
MAT,2,1,6,της,1327
MAT,2,1,7,ιουδαιας,26
MAT,2,1,8,εν,2854
MAT,2,1,9,ημεραις,49
MAT,2,1,10,ηρωδου,13
MAT,2,1,11,του,2587
MAT,2,1,12,βασιλεως,9
MAT,2,1,13,ιδου,208
MAT,2,1,14,μαγοι,1
MAT,2,1,15,απο,487
MAT,2,1,16,ανατολων,5
MAT,2,1,17,παρεγενοντο,5
MAT,2,1,18,εις,1875
MAT,2,1,19,ιεροσολυμα,34
MAT,2,2,0,λεγοντες,156
MAT,2,2,1,που,50
MAT,2,2,2,εστιν,918
MAT,2,2,3,ο,3308
MAT,2,2,4,τεχθεις,1
MAT,2,2,5,βασιλευς,51
MAT,2,2,6,των,1243
MAT,2,2,7,ιουδαιων,72
MAT,2,2,8,ειδομεν,10
MAT,2,2,9,γαρ,1063
MAT,2,2,10,αυτου,1478
MAT,2,2,11,τον,1611
MAT,2,2,12,αστερα,4
MAT,2,2,13,εν,2854
MAT,2,2,14,τη,882
MAT,2,2,15,ανατολη,3
MAT,2,2,16,και,9217
MAT,2,2,17,ηλθομεν,10
MAT,2,2,18,προσκυνησαι,3
MAT,2,2,19,αυτω,888
MAT,2,3,0,ακουσας,35
MAT,2,3,1,δε,2841
MAT,2,3,2,ηρωδης,26
MAT,2,3,3,ο,3308
MAT,2,3,4,βασιλευς,51
MAT,2,3,5,εταραχθη,3
MAT,2,3,6,και,9217
MAT,2,3,7,πασα,47
MAT,2,3,8,ιεροσολυμα,34
MAT,2,3,9,μετ,130
MAT,2,3,10,αυτου,1478
MAT,2,4,0,και,9217
MAT,2,4,1,συναγαγων,2
MAT,2,4,2,παντας,91
MAT,2,4,3,τους,734
MAT,2,4,4,αρχιερεις,48
MAT,2,4,5,και,9217
MAT,2,4,6,γραμματεις,44
MAT,2,4,7,του,2587
MAT,2,4,8,λαου,38
MAT,2,4,9,επυνθανετο,5
MAT,2,4,10,παρ,61
MAT,2,4,11,αυτων,592
MAT,2,4,12,που,50
MAT,2,4,13,ο,3308
MAT,2,4,14,χριστος,117
MAT,2,4,15,γενναται,1
MAT,2,5,0,οι,1178
MAT,2,5,1,δε,2841
MAT,2,5,2,ειπον,164
MAT,2,5,3,αυτω,888
MAT,2,5,4,εν,2854
MAT,2,5,5,βηθλεεμ,8
MAT,2,5,6,της,1327
MAT,2,5,7,ιουδαιας,26
MAT,2,5,8,ουτως,213
MAT,2,5,9,γαρ,1063
MAT,2,5,10,γεγραπται,67
MAT,2,5,11,δια,529
MAT,2,5,12,του,2587
MAT,2,5,13,προφητου,29
MAT,2,6,0,και,9217
MAT,2,6,1,συ,179
MAT,2,6,2,βηθλεεμ,8
MAT,2,6,3,γη,40
MAT,2,6,4,ιουδα,16
MAT,2,6,5,ουδαμως,1
MAT,2,6,6,ελαχιστη,1
MAT,2,6,7,ει,595
MAT,2,6,8,εν,2854
MAT,2,6,9,τοις,632
MAT,2,6,10,ηγεμοσιν,2
MAT,2,6,11,ιουδα,16
MAT,2,6,12,εκ,670
MAT,2,6,13,σου,497
MAT,2,6,14,γαρ,1063
MAT,2,6,15,εξελευσεται,3
MAT,2,6,16,ηγουμενος,3
MAT,2,6,17,οστις,26
MAT,2,6,18,ποιμανει,3
MAT,2,6,19,τον,1611
MAT,2,6,20,λαον,44
MAT,2,6,21,μου,584
MAT,2,6,22,τον,1611
MAT,2,6,23,ισραηλ,69
MAT,2,7,0,τοτε,158
MAT,2,7,1,ηρωδης,26
MAT,2,7,2,λαθρα,4
MAT,2,7,3,καλεσας,6
MAT,2,7,4,τους,734
MAT,2,7,5,μαγους,1
MAT,2,7,6,ηκριβωσεν,2
MAT,2,7,7,παρ,61
MAT,2,7,8,αυτων,592
MAT,2,7,9,τον,1611
MAT,2,7,10,χρονον,28
MAT,2,7,11,του,2587
MAT,2,7,12,φαινομενου,1
MAT,2,7,13,αστερος,3
MAT,2,8,0,και,9217
MAT,2,8,1,πεμψας,15
MAT,2,8,2,αυτους,353
MAT,2,8,3,εις,1875
MAT,2,8,4,βηθλεεμ,8
MAT,2,8,5,ειπεν,637
MAT,2,8,6,πορευθεντες,14
MAT,2,8,7,ακριβως,5
MAT,2,8,8,εξετασατε,2
MAT,2,8,9,περι,332
MAT,2,8,10,του,2587
MAT,2,8,11,παιδιου,7
MAT,2,8,12,επαν,3
MAT,2,8,13,δε,2841
MAT,2,8,14,ευρητε,2
MAT,2,8,15,απαγγειλατε,5
MAT,2,8,16,μοι,235
MAT,2,8,17,οπως,57
MAT,2,8,18,καγω,66
MAT,2,8,19,ελθων,49
MAT,2,8,20,προσκυνησω,1
MAT,2,8,21,αυτω,888
MAT,2,9,0,οι,1178
MAT,2,9,1,δε,2841
MAT,2,9,2,ακουσαντες,50
MAT,2,9,3,του,2587
MAT,2,9,4,βασιλεως,9
MAT,2,9,5,επορευθησαν,4
MAT,2,9,6,και,9217
MAT,2,9,7,ιδου,208
MAT,2,9,8,ο,3308
MAT,2,9,9,αστηρ,4
MAT,2,9,10,ον,166
MAT,2,9,11,ειδον,76
MAT,2,9,12,εν,2854
MAT,2,9,13,τη,882
MAT,2,9,14,ανατολη,3
MAT,2,9,15,προηγεν,1
MAT,2,9,16,αυτους,353
MAT,2,9,17,εως,146
MAT,2,9,18,ελθων,49
MAT,2,9,19,εστη,11
MAT,2,9,20,επανω,20
MAT,2,9,21,ου,844
MAT,2,9,22,ην,421
MAT,2,9,23,το,1721
MAT,2,9,24,παιδιον,25
MAT,2,10,0,ιδοντες,40
MAT,2,10,1,δε,2841
MAT,2,10,2,τον,1611
MAT,2,10,3,αστερα,4
MAT,2,10,4,εχαρησαν,5
MAT,2,10,5,χαραν,13
MAT,2,10,6,μεγαλην,20
MAT,2,10,7,σφοδρα,11
MAT,2,11,0,και,9217
MAT,2,11,1,ελθοντες,20
MAT,2,11,2,εις,1875
MAT,2,11,3,την,1554
MAT,2,11,4,οικιαν,40
MAT,2,11,5,ειδον,76
MAT,2,11,6,το,1721
MAT,2,11,7,παιδιον,25
MAT,2,11,8,μετα,294
MAT,2,11,9,μαριας,7
MAT,2,11,10,της,1327
MAT,2,11,11,μητρος,12
MAT,2,11,12,αυτου,1478
MAT,2,11,13,και,9217
MAT,2,11,14,πεσοντες,1
MAT,2,11,15,προσεκυνησαν,12
MAT,2,11,16,αυτω,888
MAT,2,11,17,και,9217
MAT,2,11,18,ανοιξαντες,3
MAT,2,11,19,τους,734
MAT,2,11,20,θησαυρους,3
MAT,2,11,21,αυτων,592
MAT,2,11,22,προσηνεγκαν,7
MAT,2,11,23,αυτω,888
MAT,2,11,24,δωρα,8
MAT,2,11,25,χρυσον,4
MAT,2,11,26,και,9217
MAT,2,11,27,λιβανον,2
MAT,2,11,28,και,9217
MAT,2,11,29,σμυρναν,2
MAT,2,12,0,και,9217
MAT,2,12,1,χρηματισθεντες,1
MAT,2,12,2,κατ,85
MAT,2,12,3,οναρ,6
MAT,2,12,4,μη,1029
MAT,2,12,5,ανακαμψαι,2
MAT,2,12,6,προς,706
MAT,2,12,7,ηρωδην,2
MAT,2,12,8,δι,143
MAT,2,12,9,αλλης,3
MAT,2,12,10,οδου,8
MAT,2,12,11,ανεχωρησαν,1
MAT,2,12,12,εις,1875
MAT,2,12,13,την,1554
MAT,2,12,14,χωραν,13
MAT,2,12,15,αυτων,592
MAT,2,13,0,αναχωρησαντων,1
MAT,2,13,1,δε,2841
MAT,2,13,2,αυτων,592
MAT,2,13,3,ιδου,208
MAT,2,13,4,αγγελος,51
MAT,2,13,5,κυριου,254
MAT,2,13,6,φαινεται,4
MAT,2,13,7,κατ,85
MAT,2,13,8,οναρ,6
MAT,2,13,9,τω,1251
MAT,2,13,10,ιωσηφ,35
MAT,2,13,11,λεγων,189
MAT,2,13,12,εγερθεις,13
MAT,2,13,13,παραλαβε,3
MAT,2,13,14,το,1721
MAT,2,13,15,παιδιον,25
MAT,2,13,16,και,9217
MAT,2,13,17,την,1554
MAT,2,13,18,μητερα,26
MAT,2,13,19,αυτου,1478
MAT,2,13,20,και,9217
MAT,2,13,21,φευγε,3
MAT,2,13,22,εις,1875
MAT,2,13,23,αιγυπτον,9
MAT,2,13,24,και,9217
MAT,2,13,25,ισθι,5
MAT,2,13,26,εκει,103
MAT,2,13,27,εως,146
MAT,2,13,28,αν,174
MAT,2,13,29,ειπω,7
MAT,2,13,30,σοι,220
MAT,2,13,31,μελλει,16
MAT,2,13,32,γαρ,1063
MAT,2,13,33,ηρωδης,26
MAT,2,13,34,ζητειν,2
MAT,2,13,35,το,1721
MAT,2,13,36,παιδιον,25
MAT,2,13,37,του,2587
MAT,2,13,38,απολεσαι,7
MAT,2,13,39,αυτο,110
MAT,2,14,0,ο,3308
MAT,2,14,1,δε,2841
MAT,2,14,2,εγερθεις,13
MAT,2,14,3,παρελαβεν,4
MAT,2,14,4,το,1721
MAT,2,14,5,παιδιον,25
MAT,2,14,6,και,9217
MAT,2,14,7,την,1554
MAT,2,14,8,μητερα,26
MAT,2,14,9,αυτου,1478
MAT,2,14,10,νυκτος,34
MAT,2,14,11,και,9217
MAT,2,14,12,ανεχωρησεν,9
MAT,2,14,13,εις,1875
MAT,2,14,14,αιγυπτον,9
MAT,2,15,0,και,9217
MAT,2,15,1,ην,421
MAT,2,15,2,εκει,103
MAT,2,15,3,εως,146
MAT,2,15,4,της,1327
MAT,2,15,5,τελευτης,1
MAT,2,15,6,ηρωδου,13
MAT,2,15,7,ινα,670
MAT,2,15,8,πληρωθη,20
MAT,2,15,9,το,1721
MAT,2,15,10,ρηθεν,13
MAT,2,15,11,υπο,190
MAT,2,15,12,του,2587
MAT,2,15,13,κυριου,254
MAT,2,15,14,δια,529
MAT,2,15,15,του,2587
MAT,2,15,16,προφητου,29
MAT,2,15,17,λεγοντος,25
MAT,2,15,18,εξ,253
MAT,2,15,19,αιγυπτου,8
MAT,2,15,20,εκαλεσα,1
MAT,2,15,21,τον,1611
MAT,2,15,22,υιον,82
MAT,2,15,23,μου,584
MAT,2,16,0,τοτε,158
MAT,2,16,1,ηρωδης,26
MAT,2,16,2,ιδων,62
MAT,2,16,3,οτι,1287
MAT,2,16,4,ενεπαιχθη,1
MAT,2,16,5,υπο,190
MAT,2,16,6,των,1243
MAT,2,16,7,μαγων,2
MAT,2,16,8,εθυμωθη,1
MAT,2,16,9,λιαν,14
MAT,2,16,10,και,9217
MAT,2,16,11,αποστειλας,7
MAT,2,16,12,ανειλεν,2
MAT,2,16,13,παντας,91
MAT,2,16,14,τους,734
MAT,2,16,15,παιδας,3
MAT,2,16,16,τους,734
MAT,2,16,17,εν,2854
MAT,2,16,18,βηθλεεμ,8
MAT,2,16,19,και,9217
MAT,2,16,20,εν,2854
MAT,2,16,21,πασιν,88
MAT,2,16,22,τοις,632
MAT,2,16,23,οριοις,2
MAT,2,16,24,αυτης,169
MAT,2,16,25,απο,487
MAT,2,16,26,διετους,1
MAT,2,16,27,και,9217
MAT,2,16,28,κατωτερω,1
MAT,2,16,29,κατα,333
MAT,2,16,30,τον,1611
MAT,2,16,31,χρονον,28
MAT,2,16,32,ον,166
MAT,2,16,33,ηκριβωσεν,2
MAT,2,16,34,παρα,139
MAT,2,16,35,των,1243
MAT,2,16,36,μαγων,2
MAT,2,17,0,τοτε,158
MAT,2,17,1,επληρωθη,7
MAT,2,17,2,το,1721
MAT,2,17,3,ρηθεν,13
MAT,2,17,4,υπο,190
MAT,2,17,5,ιερεμιου,2
MAT,2,17,6,του,2587
MAT,2,17,7,προφητου,29
MAT,2,17,8,λεγοντος,25
MAT,2,18,0,φωνη,65
MAT,2,18,1,εν,2854
MAT,2,18,2,ραμα,1
MAT,2,18,3,ηκουσθη,4
MAT,2,18,4,θρηνος,1
MAT,2,18,5,και,9217
MAT,2,18,6,κλαυθμος,9
MAT,2,18,7,και,9217
MAT,2,18,8,οδυρμος,1
MAT,2,18,9,πολυς,27
MAT,2,18,10,ραχηλ,1
MAT,2,18,11,κλαιουσα,3
MAT,2,18,12,τα,847
MAT,2,18,13,τεκνα,63
